Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packet Length Max,Fwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Label
17,94839,211,0,1406.4019461994517,1353.4904838745385,1284037563.3227358,995498.7901358466,DrDoS_SSDP
17,69227,201,0,444.0677935236,446.7127434365267,-2022537.2118983052,4572.625934218258,DrDoS_DNS
6,-11801,2,0,-2.4482210669589106,0.4989137843078504,-1398147.7979629424,2000345.4904004317,TFTP
17,-69505,3,0,1467.926132128583,1470.2270529297846,2960142069.144932,2005440.4136936464,DrDoS_LDAP
6,-67928,4,0,3.7858553972135183,0.4737985414293375,-1666345.9476033917,1999171.9134376894,TFTP
6,115549840,12,0,4.382976599101631,0.2658364812075109,-1097630.1663891745,1165.5541583943868,Syn
17,-90136,1,0,220.72094284872662,227.98754349797628,439862502.35969174,2000260.0481195634,DrDoS_SNMP
17,19617,2,0,381.59617805371334,328.3473741747985,846256.2518319543,5604.875398936917,DrDoS_UDP
17,-2618,3,0,452.5920215324259,581.5586718166729,970718226.2652316,2002511.9880053736,DrDoS_NetBIOS
17,-94961,3,0,1405.99195759695,1351.7127567294954,1113462197.6856842,641668.0560107493,DrDoS_DNS
17,96438,3,0,380.8089195922318,325.1083706108434,-444968.41963265324,5130.425404357662,DrDoS_UDP
17,58673,4,0,381.77561358471763,388.4466594506322,752407788.5571147,2002322.2113787597,UDP-lag
6,116235016,24,27,-4.639827951266271,-1.5141669140617724,-3759368.8040210307,556.1935722653961,Syn
6,114138207,28,23,5.962441511508993,-0.7704782865582911,145516.47403363883,1448.176391426754,BENIGN
17,-17884,3,0,1478.4216032061806,1482.208102308482,997174581.1428587,675574.6334137283,DrDoS_MSSQL
0,80964790,4,0,-5.356890738962601,-3.1715967716640563,-7876751.890897729,17697.051237411924,BENIGN
0,108336231,228,0,1.4170030144805097,0.8872058701195193,-66458.31240105466,-5015.772247547349,DrDoS_NetBIOS
6,91724,1,2,51.02177605758062,43.57379147610742,-269513.53382679354,9355.231960553498,BENIGN
17,-31473,2,0,1474.1571189675387,1474.3175573275462,963639736.0284878,668446.0083862054,DrDoS_NetBIOS
6,56109,3,0,4.36266644982794,5.4928392784926,-3960158.937217092,1998289.4415723719,Syn
17,85406,1,2,41.36287580877036,46.64044800100437,3732076.9328441257,13838.576843464794,BENIGN
17,-33842,3,0,1472.2125475497087,1482.767960196586,2939703859.2846904,1999087.3182450694,DrDoS_MSSQL
17,-16757,1,0,886.7274707796905,701.0184810850091,953898031.0930779,2004128.501647842,DrDoS_NetBIOS
17,5064781,223,32,452.4736373365508,441.2432649247418,3482124.5742001915,-10764.7402321417,DrDoS_DNS
0,108714622,37,0,-2.184548784789068,0.5315375449074746,-4334021.29867671,15854.096235671834,DrDoS_NTP
17,-8365,3,0,1466.4920247137627,1471.5484757642025,807941918.9832078,999477.3961198003,DrDoS_MSSQL
17,-96187,2,0,225.41153428666075,227.71456147548525,434845839.3603195,2005668.5743044454,DrDoS_SNMP
6,27305,0,2,41.66335630500744,5.718945461559177,5368995.009389031,17020.458716936515,BENIGN
17,95468,3,0,1467.5756591213096,1476.7026281254332,1459355682.409416,997433.5580138469,DrDoS_LDAP
17,114451,3,0,392.0370300460841,332.78797240460347,-294422.3911414079,18857.250849114957,UDP-lag
17,20758,3,0,390.1438565641056,400.76610201405936,434786577.7127539,1997792.6543976013,UDP-lag
0,97160143,38,0,-0.0815748507268667,-2.8848005317700762,4648160.643021417,5172.39656166754,BENIGN
17,42440,5,0,1475.1292949608273,1471.4069020684872,931826378.4167275,662134.5149156869,DrDoS_DNS
17,-21925,1,0,217.86348316290224,231.3869944707146,2634663.3607297963,2006745.3800023184,DrDoS_SNMP
6,-23927,0,0,-4.993997608020278,-0.5543807308141492,-1308080.8465291348,10899.44689928029,BENIGN
6,52638,3,0,2.720678697841918,-1.211439135870846,-1934705.9563660186,2002569.1810848797,TFTP
17,-3426,172,0,443.33526595086647,1459.4000090770328,955685105.5104027,667117.0988206005,DrDoS_DNS
6,46186,1,0,-2.8085708819764945,1.076829929350241,2197247.0686317715,2002866.8529199152,TFTP
6,135832,5,0,1.0259339956151163,-0.44599084027875724,1533155.2963811278,15330.777879233927,BENIGN
17,16562,1,0,1458.341733857842,1469.4474636533994,1481224116.9444032,999644.7765401973,DrDoS_LDAP
6,88990,3,0,6.30038943511015,3.0208946830466274,-1496634.1079808658,2003014.5011101994,TFTP
17,-2005,2,0,446.0651564025744,448.43807106553305,929405883.7283562,1999345.657743586,DrDoS_NetBIOS
6,56674,2,0,2.12666297515818,-2.8606702274997997,2536101.8922471805,1996967.860481238,TFTP
6,-125296,1,0,8.53090296579323,-0.39627514969116195,1771036.6687492318,1996541.3678457686,TFTP
6,49011,1,0,3.887762164157686,3.363414512183308,1304154.8780383868,15628.78793876808,TFTP
17,28675,3,0,392.2600669739375,395.3558203152901,785551277.4014419,2001849.935652612,UDP-lag
17,51296,1,0,1469.7937980003105,1477.5445458522922,115439599.52394536,997477.9943903483,DrDoS_SSDP
6,10174,0,2,1.9985651713786738,-0.5107657281657448,-1248973.2772407953,8091.383910842866,BENIGN
17,-1501,4,0,390.00157260954,390.09013389782007,760936976.6153872,1998526.9575159703,DrDoS_UDP
6,-54585,2,0,2.429611747966662,-0.9627350826497005,802969.103173918,18571.514550608274,DrDoS_NTP
17,87812,5,29,443.6791127979082,331.1929627585772,10612274.444902357,20799.027761706297,BENIGN
17,-7207,1,0,223.56864130882985,228.50051629665026,455198390.4295325,2005421.6316536157,DrDoS_SNMP
17,58253,3,0,226.50086791507218,227.6041009088326,449583694.7165045,2007122.608561956,DrDoS_SNMP
0,87065300,38,0,4.396816292680458,2.2095715203279473,1029021.0700455614,-1676.0317419863622,BENIGN
17,-114958,2,0,1463.4828622116904,1469.9653389193286,1465868527.9895122,1004464.5041818595,DrDoS_SSDP
17,33828,1,0,1470.3640737109251,1473.545813318582,1461756112.3816998,1001318.2094915089,DrDoS_SSDP
17,38519,1,0,798.2358860031662,762.054015669765,1243770115.7663357,1001506.0160610565,DrDoS_SSDP
6,63330,2,0,3.225250313898117,3.6870580020226735,-2729692.4692687523,2003490.5440922363,TFTP
17,119577,162,0,430.3132382298281,290.07281218966483,-2586497.878105265,472.08781541099233,DrDoS_DNS
17,108062,3,0,386.58671142619585,329.84221507105116,5520469.915976952,9358.68503871947,UDP-lag
17,-50355,2,0,383.6984401542126,392.6633054917602,2823864.8639395023,21152.124207195768,DrDoS_UDP
6,105698806,5,0,3.007573561910624,0.3958822397737018,2481959.076397972,11483.449466018465,Syn
17,-50144,1,0,1463.5927349653534,1473.8373611724162,2938747721.054149,1999619.2225421676,DrDoS_MSSQL
17,64258,185,0,215.47286401156111,226.82923917029544,9095390.878625872,29228.493442238207,DrDoS_SNMP
17,-6324,4,0,1474.4735253087572,1476.208232446903,2901496093.626479,1994115.2367586454,DrDoS_MSSQL
6,24678,3,0,2.2235367073558896,0.6559433804499338,-1691903.0466759808,1999658.1713699503,TFTP
17,-4479,2,0,1469.7750297934358,1478.6415771740071,1462094230.6259832,996866.0999601613,DrDoS_SSDP
17,34368,3,0,1474.4811710130582,1473.7490511339,2933705023.440211,2000069.8519104926,DrDoS_MSSQL
17,-25473,3,0,1468.4367418915003,1470.337839032535,936506495.6655335,677563.5617877882,DrDoS_NetBIOS
17,177369,194,3,436.24771810502443,320.0649354937072,3590266.06270025,7126.570827647538,DrDoS_DNS
17,16987,1,0,226.26066397119564,228.83060892999524,428123796.8928591,995711.7477858887,DrDoS_SNMP
6,106385470,1,0,-1.6531050121516901,-0.6589985737264132,-4874899.189838001,4583.195391237069,Syn
6,12920,3,0,1475.3743290207524,1471.2913006282686,2933312085.3404074,1997694.5328482972,DrDoS_MSSQL
6,-8637,4,0,0.8366552806292731,0.14736544578531002,1416730.1015180915,1002184.289218916,BENIGN
17,-19911,2,0,1475.9505293032532,1378.8244749544501,2933884526.280829,1997715.269826287,DrDoS_MSSQL
17,-15816,2,0,392.29310960243424,392.65417416326756,805624562.345336,2000128.6585642772,DrDoS_UDP
17,62132,3,0,378.0808237304701,320.1829746074652,-96901.91958256881,4535.886083485967,DrDoS_UDP
6,143926,1,0,5.891050170286786,10.484053328150228,2154389.631785039,2001806.7184341094,Syn
6,11795570,10,0,-3.037723477030901,-2.4128986889997592,-540303.9794414218,18902.20728172838,BENIGN
0,-73296,7,2,-6.796668989817628,-4.972774770090568,-7030490.662843079,23700.926734344765,DrDoS_NTP
17,-12958,3,0,1365.832857075039,1358.3956091194057,2598067120.0382943,1000574.1904529016,DrDoS_SSDP
6,13010904,3,2,-3.524202554265952,-2.3314734086841358,-2249556.3071566913,18126.15351982307,Syn
17,-87094,2,0,399.2105860773832,395.7058996430627,774710014.8424907,2003161.1211994612,DrDoS_UDP
17,131332,208,0,424.76748727044736,311.5773055342559,-307595.38840579544,-69.1092733875139,DrDoS_DNS
17,10221,1,0,391.52252150866724,397.5045855050251,759965939.2063794,2003597.8525873679,UDP-lag
17,56095,2,0,225.81366950994956,230.5230719014,476887035.36920124,2006955.1435312137,DrDoS_SNMP
6,13428485,6,2,3.0360658788842145,1.4439709551414615,-3804214.786210835,22449.414314033995,TFTP
17,-6660,2,0,444.57543278893934,436.1990752443577,912005072.7021766,1995970.5257040472,DrDoS_NetBIOS
17,106,3,0,397.423335649227,1427.4408614415627,437962233.27511954,1997984.0144028573,DrDoS_MSSQL
6,110749398,24,0,3.4870867133989147,0.4347262299036126,2432109.352315477,3995.2099307145054,BENIGN
6,108668641,28,20,2.770708562000432,0.48115979696822203,1476545.5129752606,4153.699230366447,BENIGN
17,-72646,197,0,451.3954041280667,232.38619363710782,7353506.490291088,13359.82364008563,DrDoS_SNMP
17,41416,2,4,40.78802957309286,49.5508671578215,1709200.5452165718,3586.030274898675,BENIGN
6,115436651,24,0,-5.157219460818953,-2.1701227478221194,1841809.3686040607,1836.364404476466,Syn
17,-33372,3,0,1473.976162286832,1476.127548306083,2929834310.8367453,2000072.9641384843,DrDoS_MSSQL
6,108125,3,0,-1.0049445744183303,1.7009981573476396,3361208.4282986172,2002496.1472618768,TFTP
6,118349515,26,0,0.9147335880156681,-0.5021104853923499,-8442837.931116967,-2563.3613665025896,Syn
6,117864530,28,0,2.14863730235459,-0.862079347700955,-1614722.8192830079,6116.647110154505,BENIGN
17,-47006,1,0,710.0654742744772,389.98203582051457,2650733476.7923265,1991120.6119289785,DrDoS_NetBIOS
17,-30951,4,0,385.2969072406122,389.7534040212552,774901353.3061275,2004087.015581399,UDP-lag
6,79417,0,2,-4.1786906029264,0.3774099792728566,-1707232.1523962414,20645.027059396045,TFTP
17,-94715,194,0,443.25987072068807,429.95474530912077,1881702.5757350437,8819.01487867762,DrDoS_DNS
0,-208030,6,0,0.9956395063675931,2.1239152257156766,2869861.1732737375,14226.71287841868,BENIGN
17,33518,1,0,388.13282719876446,400.23128206032857,926379733.4062871,2000958.392212954,DrDoS_NetBIOS
6,91122,4,2,494.7862022022752,1.9118213864870108,-1772591.2954084876,10238.049498321192,DrDoS_NTP
17,-67639,0,0,569.8618810511208,591.6295641452596,2724691077.3333397,1997358.412611719,DrDoS_NetBIOS
17,128588,198,0,445.703114314824,548.9343104394005,4211163.829104459,-4993.515226915091,DrDoS_NetBIOS
17,10318,1,0,393.62416112768284,394.33940211875534,803357787.9191785,2001616.1557869017,UDP-lag
17,-31001,2,0,576.5699518065178,449.19374018390903,903763353.0102673,1995038.1442365604,DrDoS_NetBIOS
0,120492417,53,3,3.1957559008626384,-4.194067621698541,-6540631.411207573,-17904.88116025336,BENIGN
6,104587,2,0,-0.6128502381217542,1.255300628105008,4521523.46162974,21539.937400421142,TFTP
0,84978273,6,2,-0.5947503630455547,1.405341287785496,-1649718.2109824761,1885.7857555212577,BENIGN
17,-90953,2,0,391.7876623754598,391.6551093472789,753382099.1395241,1994736.5246482005,DrDoS_UDP
17,8985,2,0,225.19014688347207,228.6842894812846,450678875.82631844,1998189.0963358942,DrDoS_SNMP
17,40339,3,0,228.0070229866832,228.59244223526417,474631138.80774105,2008444.9366367655,DrDoS_SNMP
17,-15904,2,0,1472.6197854796255,1469.8933459039672,2932150972.6093874,998830.6897348232,DrDoS_LDAP
17,40008,5,0,1468.9883137857225,1468.63927382042,2934112151.100609,1994620.8692095806,DrDoS_LDAP
17,43023,201,0,435.8821605758625,442.9956382045489,1704581.2858448245,14796.661650922777,DrDoS_NetBIOS
17,24563,2,0,442.32207656518926,440.64177105908414,940713075.5346584,2007289.9071382473,DrDoS_NetBIOS
17,11661,3,0,1464.611340309546,1469.6918955456654,82257434.48950963,1997532.7257228803,DrDoS_MSSQL
17,89324,2,0,232.2990114217901,231.84527070308854,430754784.8703445,1999398.420841431,DrDoS_MSSQL
17,-106245,0,0,382.2008223986624,384.929977676429,771161079.1026667,2003340.6266072895,UDP-lag
17,-48626,0,0,226.79125476114672,228.35215539978137,446338925.5443817,1998164.7965627073,DrDoS_SNMP
17,90792,3,0,229.8052986333723,230.8387692973757,438174169.97389656,1998905.4451772738,DrDoS_SNMP
6,6403149,7,0,378.96715184070524,-0.8543119384710555,-3961609.4955856623,-152.36894234876672,TFTP
6,51241,2,0,-1.987925265892697,5.101459943253682,-268901.79760881234,999968.9708384848,TFTP
6,93448932,19,1,-3.509420182228132,-0.598382991780572,5995623.877149149,11521.701013037668,BENIGN
17,34180,3,0,387.7748649658308,338.538251726244,802076813.4585907,17722.11507521873,UDP-lag
17,143720,2,2,41.598965018612006,50.00671462529217,2804375.602986954,15919.313152503439,BENIGN
17,-16263,4,0,1472.453402487462,1477.2258790109654,1480291465.246467,996874.8218234056,DrDoS_SSDP
17,23625,3,0,1474.8849360297147,1475.9581465689803,1464010436.5490162,997020.6348657085,DrDoS_SSDP
0,80004979,31,0,2.9891143315973236,2.8697100095093955,1246624.973839096,-569.5566901280326,BENIGN
17,37148,5,0,392.5375646174241,327.4005919754297,-1384734.159399994,12805.37848973013,UDP-lag
17,-21121,4,0,392.26873162296994,327.6006646132757,3157076.1592315226,7041.647859619887,DrDoS_NetBIOS
6,113801257,11,0,-5.880986494288479,-5.957624849493011,-3401816.90309209,5966.56613380385,Syn
6,23322,3,2,-1.0684704801421923,-1.9472286121734033,802253.688538124,25814.045397082373,BENIGN
17,49306,2,0,392.7903605177699,393.0175915588689,780804157.2618754,1998498.1151595819,DrDoS_UDP
6,75619,-1,0,2.719876681463248,0.523085005498569,2202679.9519367036,12188.508368206825,TFTP
17,138257,6,0,392.260725497038,337.3869186521712,-6195461.3304905845,-519.2557541950027,DrDoS_UDP
17,-47730,0,0,230.2764452996488,439.21499038337345,449670175.544032,2000988.2409617153,DrDoS_SNMP
6,34048,5,2,-7.378938216190244,1.1953546561269708,-3287486.92029385,22311.057863498263,DrDoS_NTP
17,-40959,2,0,234.88919379105232,232.57245608300843,13040547.806812983,30221.291243458505,DrDoS_SNMP
17,29683,2,0,1464.122204017102,1465.5370314962756,63880025.30506235,2000496.8112819244,DrDoS_MSSQL
17,72311,201,0,439.30054332763706,437.3535979215108,6615050.416606997,5976.006222307264,DrDoS_NetBIOS
17,-64114,2,0,1470.5570582819446,1468.333491748074,2930223366.2800508,1999461.7399149893,DrDoS_LDAP
17,26012,2,0,1461.0090739801358,1473.7698851824402,157244461.20461884,10184.679282901621,DrDoS_DNS
6,104905,0,2,-3.977766462184563,0.9063477959186897,563344.9939057509,33187.420126642304,DrDoS_NTP
0,111088726,50,32,672.6444008313383,1.2501947276068308,1452064.5388396613,-25773.401540779658,BENIGN
6,97981,3,3,26.606252079812307,5.036426219188427,81667.8819501726,20670.710014077566,DrDoS_NTP
6,48836,2,0,1.5066127628336705,1.74375758414642,-394536.82140073786,1998387.1554886391,TFTP
17,77082,3,2,39.539144512744535,44.398402798922284,171409192.4593213,13572.244256896776,BENIGN
6,26802,24,2,1.152042946713226,-0.28941694630944137,-873911.0645769762,15442.688452148306,Syn
17,31019,164,0,442.22481745704937,436.20065654849435,217267355.59984946,655841.4160844856,DrDoS_DNS
17,-4191,2,0,384.176725034105,387.7918926868699,774516623.8389711,1999995.7484211677,UDP-lag
17,12967,2,0,389.3662094040665,397.4667425068534,771019858.2076751,1998319.928117388,UDP-lag
17,79402,2,0,1468.9267272749767,601.4689766153438,1466462048.6544533,1000897.8468594883,DrDoS_NetBIOS
6,43527,1,0,4.572075909304855,0.9860792429882067,-1422626.1046441027,2003039.6725790652,TFTP
0,1746097,8,0,0.18752887485864259,41.68597816725763,-4443906.195134551,-8225.901328427957,BENIGN
6,117144564,34,8,-2.38924970238758,-2.7460094523419443,-11142584.741190117,-10186.995611565453,Syn
17,-51301,1,0,451.20504001297263,443.573950493105,904301543.9626076,2001533.7192199246,DrDoS_NetBIOS
17,116692,4,0,1474.5835661251767,1477.0113695297675,2933739230.010154,1999718.9941098702,DrDoS_LDAP
6,116654717,2,2,-1.264544204321162,0.24943243409197663,-2007425.5288794774,16524.963657659322,Syn
17,69028,2,0,1473.915752647049,1477.5185312526562,2919972253.4730983,1996257.6397918921,DrDoS_MSSQL
17,9431,2,0,1472.35761304745,1475.5602764971673,2936567012.879055,1999590.3230475832,DrDoS_LDAP
17,134476,207,0,439.8881077885559,443.557418739023,-2975993.2002209723,-1857.7829721231792,DrDoS_DNS
6,121267868,23,2,-2.524508418659674,-0.21303675824917456,-10789518.190064803,-861.8318330894981,Syn
17,49734,2,0,1370.3979017896231,1377.9271231528428,427762656.51983345,1997729.4125282455,DrDoS_SNMP
17,60115,5,0,386.0652002775254,327.2115176141854,5222504.719548767,-5306.863444992801,DrDoS_UDP
6,56990,2,0,5.980390963041536,3.809801681042425,5981343.768857528,2006050.8578229446,TFTP
6,118412,3,0,5.954486343304235,2.3926905361704027,-3136742.124505801,2001631.5338849386,TFTP
6,110751,1,2,34.76493754628728,2.1589022635376476,-6872957.984000924,6749.125531936053,BENIGN
0,-185040,7,0,2.26170536285157,1.3413539745375533,4879176.021216751,31734.204972879495,BENIGN
0,-106144,6,0,-4.185694604443179,1.4051110021561786,2384243.1406431496,14941.243055967949,BENIGN
17,-24244,3,0,386.91340229410946,328.66090288287006,787555121.5190505,19044.615136066473,UDP-lag
17,-8920,3,0,1472.8207432111253,1475.1253570235112,1476605154.0802073,1000883.3950258177,DrDoS_SSDP
17,72772,4,0,1470.1890006655858,1467.047972864441,1465621446.267341,1000889.4929794439,DrDoS_SSDP
17,47351,3,0,225.7472247554174,227.56295983863095,442523331.66780096,2002554.0131162624,DrDoS_SNMP
6,21266,2,0,0.9047696804216068,-2.2262464873942824,4792219.55652887,23040.01369524216,TFTP
17,94602,2,0,1479.8535882531442,1479.137080753823,2931588649.0424175,1999908.3304478729,DrDoS_LDAP
0,106843938,37,0,3.837878055016886,-2.2289333375047233,356208.8020587405,-14543.152765089613,BENIGN
17,75200,4,0,393.48410992073525,332.2661651182314,1454349.68750107,11939.118619507359,DrDoS_UDP
17,165567,3,2,36.66839152022103,38.49596764020445,-698027.7755223678,11738.875315479208,BENIGN
17,43447,0,0,1464.3014020822188,1477.3265826703637,2922951455.491702,2002592.9338258684,DrDoS_LDAP
17,4834,5,0,393.24145739383613,396.56723440071937,786232901.6451392,17385.85260236378,UDP-lag
6,61765,2,0,-3.232699066900038,0.796962343314987,195225551.34583676,2002196.1053834318,TFTP
17,-8887,3,0,380.9709789914318,50.41569515845346,25400.899992586346,2394.818798623265,BENIGN
0,91906881,39,0,0.8882289111193337,-4.376220123996326,777935.2949117519,993.4662338058315,BENIGN
6,53433,1,2,-3.7734962615768333,0.024073302973966086,-5986570.1884929985,2000221.9087602925,Syn
0,107982863,37,0,-0.5613107424382549,-0.6620902219300994,-2257296.2869046023,1415.1108145348917,BENIGN
6,121421001,35,2,-3.381720355127609,-0.24460981991609249,-12282212.541326107,-9140.257252635583,Syn
17,28796,2,0,392.28449585964023,229.61572104184805,442597617.2481854,1998643.8460316437,DrDoS_SNMP
17,73790,199,0,431.8709080430509,433.4649345800489,3644493.7002453255,9474.252198483338,DrDoS_DNS
17,103000,3,0,1471.2600616083778,1473.0663093089697,2908691714.1240187,1992735.7271994546,DrDoS_LDAP
